Date,Team,Acquired,Relinquished,Notes
2016-02-08,Chargers,• Johnnie Troutman,,activated from IR
2016-02-08,Chargers,• Keenan Allen,,activated from IR
2016-02-08,Chargers,• Ladarius Green,,activated from IR
2016-02-08,Chargers,• Melvin Gordon III,,activated from IR
2016-02-08,Chargers,• Sean Lissemore,,activated from IR
2016-02-08,Chargers,• Tenny Palepoi,,activated from IR
2016-02-08,Chargers,• Tourek Williams,,activated from IR
2016-02-08,Chiefs,• Ben Grubbs,,activated from IR
2016-02-08,Chiefs,• De'Anthony Thomas,,activated from physically unable to perform list
2016-02-08,Chiefs,• Jamaal Charles,,activated from IR
2016-02-08,Chiefs,• James O'Shaughnessy,,activated from IR
2016-02-08,Chiefs,• Justin March-Lillard / Justin March,,activated from IR
2016-02-08,Chiefs,• Paul Fanaika,,activated from IR
2016-02-08,Chiefs,• Phillip Gaines,,activated from IR
2016-02-08,Chiefs,• Tyler Bray (Ian),,activated from physically unable to perform list
2016-02-08,Colts,• Ahmad Bradshaw,,activated from IR
2016-02-08,Colts,• Arthur Jones,,activated from IR
2016-02-08,Colts,• Billy Winn,,activated from IR
2016-02-08,Colts,• Charlie Whitehurst,,activated from IR
2016-02-08,Colts,• D'Joun Smith,,activated from IR
2016-02-08,Colts,• Dwayne Allen,,activated from IR
2016-02-08,Colts,• Henry Anderson (Wyatt),,activated from IR
2016-02-08,Colts,• Hugh Thornton,,activated from IR
2016-02-08,Colts,• Josh McNary,,activated from IR
2016-02-08,Colts,• Joshua Mitchell / Josh Mitchell,,activated from IR
2016-02-08,Colts,• Junior Sylvestre,,activated from IR
2016-02-08,Colts,• Nate Irving,,activated from IR
2016-02-08,Colts,• Tevin Mitchel,,activated from IR
2016-02-08,Colts,• Tyler Varga,,activated from IR
2016-02-08,Cowboys,• Barry Church,,activated from IR
2016-02-08,Cowboys,• Chris Whaley,,activated from IR
2016-02-08,Cowboys,• David Irving,,activated from IR
2016-02-08,Cowboys,• Dez Bryant,,activated from IR
2016-02-08,Cowboys,• Gavin Escobar,,activated from IR
2016-02-08,Cowboys,• Lance Dunbar,,activated from IR
2016-02-08,Cowboys,• Orlando Scandrick,,activated from IR
2016-02-08,Cowboys,• Ryan Russell,,activated from IR
2016-02-08,Cowboys,• Terrell McClain,,activated from IR
2016-02-08,Cowboys,• Tony Romo (Ramiro),,activated from IR
2016-02-08,Dolphins,• Brandon Williams (Darnell),,activated from IR
2016-02-08,Dolphins,• Cameron Wake,,activated from IR
2016-02-08,Dolphins,• Chris McCain,,activated from IR
2016-02-08,Dolphins,• Koa Misi,,activated from IR
2016-02-08,Dolphins,• Louis Delmas,,activated from IR
2016-02-08,Dolphins,• Robert Thomas II,,activated from IR
2016-02-08,Eagles,• Andrew Gardner,,activated from IR
2016-02-08,Eagles,• Cody Parkey,,activated from IR
2016-02-08,Eagles,• David Molk,,activated from IR
2016-02-08,Eagles,• JaCorey Shepherd,,activated from IR
2016-02-08,Eagles,• Jerome Couplin III,,activated from IR
2016-02-08,Eagles,• Jordan Hicks (b. 1992-06-27),,activated from IR
2016-02-08,Eagles,• Nolan Carroll,,activated from IR
2016-02-08,Eagles,• Travis Long,,activated from IR
2016-02-08,Falcons,• Adam Replogle,,activated from IR
2016-02-08,Falcons,• Beau Gardner,,activated from IR
2016-02-08,Falcons,• Collin Mooney,,activated from IR
2016-02-08,Falcons,• James Stone,,activated from IR
2016-02-08,Falcons,• Matt Bryant,,activated from IR
2016-02-08,Falcons,• Paul Soliai,,activated from IR
2016-02-08,Falcons,• Travis Howard,,activated from IR
2016-02-08,Giants,• Bennett Jackson,,activated from IR
2016-02-08,Giants,• Brandon Mosley,,activated from IR
2016-02-08,Giants,• Brett Jones,,activated from IR
2016-02-08,Giants,• Daniel Fells,,activated from IR
2016-02-08,Giants,• Danny Aiken,,activated from IR
2016-02-08,Giants,• Devon Kennard,,activated from IR
2016-02-08,Giants,• Geoff Schwartz,,activated from IR
2016-02-08,Giants,• J.T. Thomas III,,activated from IR
2016-02-08,Giants,• James Morris (b. 1991-11-20),,activated from IR
2016-02-08,Giants,• Johnathan Hankins,,activated from IR
2016-02-08,Giants,• Jon Beason,,activated from IR
2016-02-08,Giants,• Justin Currie,,activated from IR
2016-02-08,Giants,• Larry Donnell,,activated from IR
2016-02-08,Giants,• Marcus Harris (b. 1989-03-01),,activated from IR
2016-02-08,Giants,• Markus Kuhn,,activated from IR
2016-02-08,Giants,• Mykkele Thompson,,activated from IR
2016-02-08,Giants,• Nat Berhe,,activated from IR
2016-02-08,Giants,• Nikita Whitlock,,activated from IR
2016-02-08,Giants,• Victor Cruz,,activated from IR
2016-02-08,Giants,• William Beatty / Will Beatty,,activated from physically unable to perform list
2016-02-08,Giants,• Zak DeOssie,,activated from IR
2016-02-08,Jaguars,• Abry Jones,,activated from IR
2016-02-08,Jaguars,• Arrelious Benn,,activated from IR
2016-02-08,Jaguars,• Bernard Pierce,,activated from IR
2016-02-08,Jaguars,• Brandon Linder,,activated from IR
2016-02-08,Jaguars,• Corey Grant,,activated from IR
2016-02-08,Jaguars,• Damian Copeland,,activated from IR
2016-02-08,Jaguars,• Damian Copeland,,activated from IR
2016-02-08,Jaguars,• Dante Fowler Jr.,,activated from IR
2016-02-08,Jaguars,• James Sample,,activated from IR
2016-02-08,Jaguars,• Josh Wells,,activated from IR
2016-02-08,Jaguars,• Sen'Derrick Marks,,activated from IR
2016-02-08,Jaguars,• Toby Gerhart,,activated from IR
2016-02-08,Jaguars,• Tony Washington (b),,activated from IR
2016-02-08,Jets,• Antonio Allen,,activated from IR
2016-02-08,Jets,• Chris Owusu,,activated from IR
2016-02-08,Jets,• Devin Smith (b. 1992-03-03),,activated from IR
2016-02-08,Jets,• Jace Amaro,,activated from IR
2016-02-08,Jets,• Jaiquawn Jarrett,,activated from IR
2016-02-08,Jets,• Mike Catapano,,activated from IR
2016-02-08,Jets,• Nick Folk,,activated from IR
2016-02-08,Jets,• Willie Colon,,activated from IR
2016-02-08,Jets,• Zac Stacy,,activated from IR
2016-02-08,Jets,• Zach Sudfeld,,activated from IR
2016-02-08,Lions,• Brandon Pettigrew,,activated from IR
2016-02-08,Lions,• Corey Wootton,,activated from IR
2016-02-08,Lions,• Darren Keyton,,activated from IR
2016-02-08,Lions,• DeAndre Levy,,activated from IR
2016-02-08,Lions,• Jordan Thompson (b. 1989-07-12),,activated from IR
2016-02-08,Lions,• Josh Wilson,,activated from IR
2016-02-08,Lions,• Rashean Mathis,,activated from IR
2016-02-08,Lions,• Tyrunn Walker,,activated from IR
2016-02-08,Lions,• Zach Zenner,,activated from IR
2016-02-08,Packers,• Brett Goode,,activated from IR
2016-02-08,Packers,• Jordy Nelson,,activated from IR
2016-02-08,Packers,• Josh Boyd,,activated from IR
2016-02-08,Packers,• Sam Barrington,,activated from IR
2016-02-08,Packers,• Sean Richardson,,activated from IR
2016-02-08,Packers,• Ty Montgomery,,activated from IR
2016-02-08,Panthers,• Amini Silatolu,,activated from IR
2016-02-08,Panthers,• Arthur Miley,,activated from IR
2016-02-08,Panthers,• Bene Benwikere / Bene' Benwikere,,activated from IR
2016-02-08,Panthers,• Frank Alexander,,activated from IR
2016-02-08,Panthers,• Kelvin Benjamin,,activated from IR
2016-02-08,Panthers,• Nate Chandler,,activated from IR
2016-02-08,Panthers,• Stephen Hill,,activated from IR
2016-02-08,Panthers,• Tyronne Green,,activated from IR
2016-02-08,Patriots,• A.J. Derby,,activated from IR
2016-02-08,Patriots,• Aaron Dobson,,activated from IR
2016-02-08,Patriots,• Brandon Gibson,,activated from IR
2016-02-08,Patriots,• Chris Jones (Dwightstone),,activated from physically unable to perform list
2016-02-08,Patriots,• Dane Fletcher,,activated from physically unable to perform list
2016-02-08,Patriots,• Darryl Roberts,,activated from IR
2016-02-08,Patriots,• Dion Lewis,,activated from IR
2016-02-08,Patriots,• Dominique Easley,,activated from IR
2016-02-08,Patriots,• James Develin,,activated from IR
2016-02-08,Patriots,• LeGarrette Blount,,activated from IR
2016-02-08,Patriots,• Nate Solder,,activated from IR
2016-02-08,Patriots,• Rufus Johnson Jr.,,activated from physically unable to perform list
2016-02-08,Patriots,• Ryan Wendell,,activated from IR
2016-02-08,Patriots,• Tarell Brown,,activated from IR
2016-02-08,Patriots,• Trey Flowers,,activated from IR
2016-02-08,Patriots,• Tyler Gaffney,,activated from IR
2016-02-08,Raiders,• Andre Debose,,activated from IR
2016-02-08,Raiders,• Austin Howard,,activated from IR
2016-02-08,Raiders,• Jimmy Hall,,activated from IR
2016-02-08,Raiders,• Jon Condo,,activated from IR
2016-02-08,Raiders,• Mario Edwards Jr.,,activated from IR
2016-02-08,Raiders,• Menelik Watson,,activated from IR
2016-02-08,Raiders,• Nate Allen (b),,activated from IR
2016-02-08,Raiders,• Neiron Ball,,activated from IR
2016-02-08,Rams,• Darrell Williams (b. 1993-08-03),,activated from IR
2016-02-08,Rams,• Doug Worthington,,activated from IR
2016-02-08,Rams,• E.J. Gaines,,activated from IR
2016-02-08,Rams,• Isiah Ferguson,,activated from IR
2016-02-08,Rams,• Jamon Brown,,activated from IR
2016-02-08,Rams,• Nick Fairley,,activated from IR
2016-02-08,Rams,• Robert Quinn,,activated from IR
2016-02-08,Rams,• Rodger Saffold,,activated from IR
2016-02-08,Rams,• Stedman Bailey,,activated from physically unable to perform list
2016-02-08,Rams,• T.J. McDonald,,activated from IR
2016-02-08,Ravens,• Allen Reisner,,activated from IR
2016-02-08,Ravens,• Breshad Perriman,,activated from IR
2016-02-08,Ravens,• Cam Worthy,,activated from IR
2016-02-08,Ravens,• Chase Ford,,activated from IR
2016-02-08,Ravens,• Chris Canty (Lee),,activated from IR
2016-02-08,Ravens,• Crockett Gillmore,,activated from IR
2016-02-08,Ravens,• Darren Waller,,activated from IR
2016-02-08,Ravens,• Dennis Pitta,,activated from physically unable to perform list
2016-02-08,Ravens,• Eugene Monroe,,activated from IR
2016-02-08,Ravens,• Jeremy Zuttah,,activated from IR
2016-02-08,Ravens,• Joe Flacco,,activated from IR
2016-02-08,Ravens,• Julian Wilson,,activated from IR
2016-02-08,Ravens,• Justin Forsett,,activated from IR
2016-02-08,Ravens,• Lorenzo Taliaferro,,activated from IR
2016-02-08,Ravens,• Marlon Brown (D.),,activated from IR
2016-02-08,Ravens,• Matt Elam,,activated from IR
2016-02-08,Ravens,• Micajah Reynolds,,activated from IR
2016-02-08,Ravens,• Michael Campanaro,,activated from IR
2016-02-08,Ravens,• Steve Smith / Steve Smith Sr. (Latrall),,activated from IR
2016-02-08,Ravens,• Terrell Suggs,,activated from IR
2016-02-08,Ravens,• Will Davis,,activated from IR
2016-02-08,Redskins,• Adam Hayward,,activated from IR
2016-02-08,Redskins,• Andre Roberts,,activated from IR
2016-02-08,Redskins,• Chris Culliver,,activated from IR
2016-02-08,Redskins,• Derek Carrier,,activated from IR
2016-02-08,Redskins,• Duke Ihenacho,,activated from IR
2016-02-08,Redskins,• Jackson Jeffcoat,,activated from IR
2016-02-08,Redskins,• James Gayle,,activated from IR
2016-02-08,Redskins,• Junior Galette,,activated from IR
2016-02-08,Redskins,• Logan Paulsen,,activated from IR
2016-02-08,Redskins,• Martrell Spaight,,activated from IR
2016-02-08,Redskins,• Niles Paul,,activated from IR
2016-02-08,Redskins,• Shawn Lauvao,,activated from IR
2016-02-08,Redskins,• Silas Redd Jr.,,activated from IR
2016-02-08,Redskins,• Stephen Paea,,activated from IR
2016-02-08,Saints,• Austin Brown,,activated from IR
2016-02-08,Saints,• C.J. Spiller,,activated from IR
2016-02-08,Saints,• Damian Swann,,activated from IR
2016-02-08,Saints,• Davis Tull,,activated from IR
2016-02-08,Saints,• Jack Tabb,,activated from IR
2016-02-08,Saints,• Keenan Lewis,,activated from IR
2016-02-08,Saints,• Kendall Hunter,,activated from IR
2016-02-08,Saints,• Khiry Robinson,,activated from IR
2016-02-08,Saints,• Lawrence Virgil,,activated from IR
2016-02-08,Saints,• Luke McCown,,activated from IR
2016-02-08,Saints,• Marcus Murphy (b. 1991-10-03),,activated from IR
2016-02-08,Saints,• Mark Ingram II / Mark Ingram Jr.,,activated from IR
2016-02-08,Saints,• P.J. Williams,,activated from IR
2016-02-08,Saints,• Rafael Bush,,activated from IR
2016-02-08,Saints,• Vinnie Sunseri,,activated from IR
2016-02-08,Seahawks,• Anthony McCoy,,activated from IR
2016-02-08,Seahawks,• Jesse Williams (b),,activated from physically unable to perform list
2016-02-08,Seahawks,• Jimmy Graham,,activated from IR
2016-02-08,Seahawks,• Mohammed Seisay,,activated from IR
2016-02-08,Seahawks,• Nick Moody,,activated from IR
2016-02-08,Seahawks,• Paul Richardson Jr.,,activated from IR
2016-02-08,Seahawks,• Ricardo Lockette,,activated from IR
2016-02-08,Seahawks,• Ryan Robinson (b. 1990-12-09),,activated from IR
2016-02-08,Seahawks,• Tharold Simon,,activated from IR
2016-02-08,Seahawks,• Thomas Rawls,,activated from IR
2016-02-08,Steelers,• Bruce Gradkowski,,activated from IR
2016-02-08,Steelers,• Clifton Geathers,,activated from IR
2016-02-08,Steelers,• Cortez Allen,,activated from IR
2016-02-08,Steelers,• David Nelson (b),,activated from IR
2016-02-08,Steelers,• Eli Rogers,,activated from IR
2016-02-08,Steelers,• Jordan Zumwalt,,activated from IR
2016-02-08,Steelers,• Kelvin Beachum,,activated from IR
2016-02-08,Steelers,• Kelvin Palmer,,activated from IR
2016-02-08,Steelers,• Le'Veon Bell,,activated from IR
2016-02-08,Steelers,• Micah Hatchie,,activated from IR
2016-02-08,Steelers,• Mike Adams (b. 1990-03-10),,activated from physically unable to perform list
2016-02-08,Steelers,• Mitchell Van Dyk,,activated from IR
2016-02-08,Steelers,• Rob Blanchflower,,activated from IR
2016-02-08,Steelers,• Roosevelt Nix (Delbert),,activated from IR
2016-02-08,Steelers,• Senquez Golson,,activated from IR
2016-02-08,Steelers,• Shaun Suisham,,activated from IR
2016-02-08,Texans,• Anthony Denham,,activated from IR
2016-02-08,Texans,• Arian Foster,,activated from IR
2016-02-08,Texans,• Carlos Thompson,,activated from IR
2016-02-08,Texans,• Chad Slade,,activated from IR
2016-02-08,Texans,• Charles James II,,activated from IR
2016-02-08,Texans,• David Quessenberry,,activated from physically unable to perform list
2016-02-08,Texans,• Greg Mancz,,activated from IR
2016-02-08,Texans,• Jeff Adams,,activated from IR
2016-02-08,Texans,• Lonnie Ballentine,,activated from IR
2016-02-08,Texans,• Reshard Cliett,,activated from IR
2016-02-08,Texans,• Taylor Yates / T.J. Yates,,activated from IR
2016-02-08,Texans,• Tom Savage,,activated from IR
2016-02-08,Titans,• Brandon Harris (a),,activated from IR
2016-02-08,Titans,• Brian Schwenke,,activated from IR
2016-02-08,Titans,• Curtis Riley,,activated from IR
2016-02-08,Titans,• Deiontrez Mount,,activated from IR
2016-02-08,Titans,• Derrick Morgan,,activated from IR
2016-02-08,Titans,• Dexter McCluster,,activated from IR
2016-02-08,Titans,• Dorin Dickerson,,activated from IR
2016-02-08,Titans,• Jason McCourty,,activated from IR
2016-02-08,Titans,• Justin Hunter,,activated from IR
2016-02-08,Titans,• Mike Martin (Brendan),,activated from IR
2016-02-08,Titans,• Yannik Cudjoe-Virgil,,activated from IR
2016-02-08,Vikings,• Antone Exum Jr.,,activated from IR
2016-02-08,Vikings,• Audie Cole,,activated from IR
2016-02-08,Vikings,• Carter Bykowski,,activated from IR
2016-02-08,Vikings,• Casey Matthews,,activated from IR
2016-02-08,Vikings,• Jabari Price,,activated from IR
2016-02-08,Vikings,• Phil Loadholt,,activated from IR
2016-02-08,Vikings,• Scott Crichton,,activated from IR
2016-02-08,Vikings,• Shamar Stephen,,activated from IR
2016-02-08,Falcons,• William Moore,,activated from IR
2016-05-09,Chiefs,,• Tautvydas Kieras,placed on IR with undisclosed injury
2016-05-10,Giants,,• Ben Edwards,placed on IR with torn ACL in knee
2016-05-10,Packers,,• David Grinnage,placed on IR with undisclosed injury
2016-05-10,Seahawks,,• Jeff Fuller (b),placed on IR with undisclosed injury
2016-05-10,Seahawks,,• Mohammed Seisay,placed on IR with undisclosed injury
2016-05-11,Colts,,• Mike McFarland (b),placed on IR with undisclosed injury
2016-05-11,Giants,,• Uani 'Unga / Uani Unga / Uani' Unga,placed on IR with undisclosed injury
2016-05-12,Buccaneers,,• Dez Stewart,placed on IR with undisclosed injury
2016-05-17,Chargers,,• Brock Hekking,placed on IR with undisclosed injury
2016-05-17,Seahawks,,• Christian French,placed on IR with undisclosed injury
2016-05-23,Panthers,,• Jake McGee,placed on IR with undisclosed injury
2016-05-24,Chargers,,• Matt Daniels,placed on IR with leg injury
2016-05-24,Panthers,• Jake McGee,,activated from IR
2016-05-25,Raiders,,• Andre Debose,placed on IR with undisclosed injury
2016-05-26,Bengals,,• Jonathan Brown (b) / Jon Brown,placed on IR with foot injury
2016-05-31,Lions,,• Timothy Wright / Tim Wright (a),placed on IR with torn ACL in knee
2016-05-31,Texans,,• David Quessenberry,placed on non-football injury list with lymphoma
2016-06-01,Vikings,,• B.J. Dubose,placed on IR with torn ACL in knee
2016-06-03,Titans,,• Byron Bell,placed on IR with ankle injury
2016-06-07,Colts,,• Isiah Cage,placed on IR with undisclosed injury
2016-06-07,Saints,,• Mitchell Loewen,placed on non-football injury list
2016-06-08,Rams,,• Stedman Bailey,placed on non-football injury list with head injury
2016-06-08,Steelers,,• Jay Rome,placed on IR with undisclosed injury
2016-06-08,Steelers,,• Tyriq McCord,placed on IR with undisclosed injury
2016-06-09,Cowboys,,• Jerrell Harris,placed on IR with undisclosed injury
2016-06-09,Steelers,,• Kevin Anderson (b),placed on IR with undisclosed injury
2016-06-13,Cowboys,,• Brandon McGee,placed on IR with undisclosed injury
2016-06-13,Lions,,• Corey Washington,placed on IR with undisclosed injury
2016-06-13,Patriots,,• Michael Williams (b),placed on IR with torn ACL in knee
2016-06-13,Rams,,• Louis Trinca-Pasat,placed on IR with torn ACL in knee
2016-06-13,Chargers,• Matt Daniels,,activated from IR
2016-06-13,Steelers,• Jay Rome,,activated from IR
2016-06-15,Cowboys,• Jerrell Harris,,activated from IR
2016-06-17,Chiefs,,• Kenny Cook,placed on IR with quadriceps injury
2016-06-17,Saints,,• Jamarca Sanford,placed on IR with undisclosed injury
2016-06-17,Lions,• Corey Washington,,activated from IR
2016-06-20,Bills,,• Phillip Thomas (b. 1989-03-01),placed on IR with undisclosed injury
2016-06-24,Saints,,• Kyle Wilson (b. 1987-05-30),placed on IR with torn labrum in shoulder
2016-06-28,Seahawks,• Jeff Fuller (b),,activated from IR
2016-07-12,Cowboys,• Brandon McGee,,activated from IR
2016-07-21,Texans,,• Richard Leonard,placed on IR with torn hamstring
2016-07-21,Steelers,• Tyriq McCord,,activated from IR
2016-07-26,Cardinals,,• Justin Bethel,placed on physically unable to perform list with foot injury
2016-07-26,Cardinals,,• Tyrann Mathieu,placed on physically unable to perform list
2016-07-26,Colts,,• Michael Miller / Mike Miller (c),placed on active/non-football injury list
2016-07-26,Saints,,• Vincent Brown Jr.,placed on IR with undisclosed injury
2016-07-27,Buccaneers,,• Garrett Gilkey,placed on physically unable to perform list with undisclosed injury
2016-07-27,Cardinals,,• Frostee Rucker,placed on physically unable to perform list with foot injury
2016-07-27,Chiefs,,• Jamaal Charles,placed on physically unable to perform list
2016-07-27,Eagles,,• Ryan Mathews,placed on active/non-football injury list
2016-07-27,Texans,,• Brennan Scarlett,placed on active/non-football injury list
2016-07-28,Bengals,,• Vontaze Burfict,placed on active/non-football injury list
2016-07-28,Browns,,• Desmond Bryant,placed on reserve/non-football injury list with torn pectoral muscle
2016-07-28,Jets,,• Breno Giacomini,placed on active/physically unable to perform list
2016-07-28,Jets,,• Devin Smith (b. 1992-03-03),placed on active/physically unable to perform list
2016-07-28,Jets,,• James Carpenter,placed on active/physically unable to perform list
2016-07-28,Jets,,• Kendall James (b),placed on active/physically unable to perform list
2016-07-28,Jets,,• Khiry Robinson,placed on active/physically unable to perform list
2016-07-28,Jets,,• Muhammad Wilkerson,placed on active/physically unable to perform list
2016-07-28,Ravens,,• Cavellis Luckett,placed on IR with undisclosed injury
2016-07-28,Ravens,,• Jumal Rolle,placed on IR with torn Achilles tendon
2016-07-28,Redskins,,• Josh Doctson,placed on physically unable to perform list
2016-07-28,Redskins,,• Junior Galette,placed on reserve/non-football injury list with right Achilles tendon injury
2016-07-28,Redskins,,• Perry Riley Jr.,placed on physically unable to perform list
2016-07-28,Redskins,,• Reggie Diggs,placed on physically unable to perform list
2016-07-28,Redskins,,• Shawn Lauvao,placed on physically unable to perform list
2016-07-29,Bengals,• Rey Maualuga,,activated from active/non-football injury list
2016-07-29,Bills,,• Jonathan Dowling,placed on active/non-football illness list
2016-07-29,Bills,,• Karlos Williams,placed on active/non-football illness list
2016-07-29,Bills,,• Kolby Listenbee,placed on active/non-football injury list with double sports hernia / pelvic inflammation
2016-07-29,Bills,,• Kyle Williams (Derrick),placed on physically unable to perform list
2016-07-29,Bills,,• Manny Lawson,placed on active/non-football injury list
2016-07-29,Bills,,• Marcell Dareus,placed on active/non-football illness list
2016-07-29,Bills,,• Marcus Easley,placed on active/physically unable to perform list with fractured and dislocated knee
2016-07-29,Bills,,• Sammy Watkins,placed on physically unable to perform list recovering from surgery on foot
2016-07-29,Bills,,• Seantrel Henderson,placed on active/non-football illness list
2016-07-29,Bills,,• Shaq Lawson,placed on active/physically unable to perform list with shoulder injury
2016-07-29,Dolphins,,• Arian Foster,placed on physically unable to perform list
2016-07-29,Dolphins,,• Bobby McCain,placed on physically unable to perform list
2016-07-29,Dolphins,,• Damien Williams,placed on physically unable to perform list
2016-07-29,Dolphins,,• Xavien Howard,placed on physically unable to perform list
2016-07-29,Dolphins,,• Zach Vigil,placed on physically unable to perform list
2016-07-29,Giants,,• Damon Harrison,placed on physically unable to perform list
2016-07-29,Giants,,• Jay Bromley,placed on physically unable to perform list
2016-07-29,Lions,,• DeAndre Levy,placed on active/non-football injury list
2016-07-29,Lions,,• Don Carey,placed on active/non-football injury list
2016-07-29,Raiders,,• Denico Autry,placed on physically unable to perform list
2016-07-29,Raiders,,• Roy Helu Jr.,placed on IR with undisclosed injury
2016-07-29,Redskins,• Perry Riley Jr.,,activated from physically unable to perform list
2016-07-29,Titans,,• Kevin Dodd,placed on physically unable to perform list
2016-07-29,Vikings,,• Kenrick Ellis,placed on physically unable to perform list
2016-07-29,Vikings,,• Michael Harris / Mike Harris (Cory),placed on active/non-football illness list
2016-07-29,Vikings,,• Rhett Ellison,placed on physically unable to perform list
2016-07-29,Vikings,,• Taylor Heinicke,placed on active/non-football injury list
2016-07-29,Saints,,• Tony Carter (Lamar),placed on IR with undisclosed injury
2016-07-30,49ers,,• Ian Williams (f),placed on reserve/non-football injury list with ankle/leg injury
2016-07-30,Colts,,• Brian Tyms,placed on IR with rib injury
2016-07-30,Dolphins,• Bobby McCain,,activated from physically unable to perform list
2016-07-31,Broncos,,• Phillip Taylor / Phil Taylor,placed on IR with knee injury
2016-07-31,Dolphins,,• Dion Jordan,placed on active/non-football injury list
2016-07-31,Dolphins,• Arian Foster,,activated from physically unable to perform list
2016-08-01,Bengals,• James Wright (Earl),,activated from physically unable to perform list
2016-08-01,Chargers,,• Carlos Wray,placed on IR with undisclosed injury
2016-08-01,Chargers,,• Terrell Chestnut,placed on IR with undisclosed injury
2016-08-01,Chiefs,,• Tamba Hali,placed on physically unable to perform list
2016-08-01,Chiefs,,• Tre Jones,placed on IR with hamstring injury
2016-08-01,Lions,• Corey Robinson (b),,activated from active/physically unable to perform list
2016-08-01,Redskins,• Shawn Lauvao,,activated from physically unable to perform list
2016-08-01,Saints,,• Ryker Mathews,placed on IR with knee injury
2016-08-01,Seahawks,,• Tyler Slavin,placed on IR with undisclosed injury
2016-08-02,Colts,,• Andrew Williamson,placed on IR with knee injury
2016-08-02,Jets,• James Carpenter,,activated from physically unable to perform list
2016-08-02,Steelers,,• Brandon Johnson (c),placed on IR with undisclosed injury
2016-08-02,Steelers,,• Quinton Schooley,placed on IR with undisclosed injury
2016-08-03,Bears,,• Brandon Boykin,placed on IR with pectoral muscle injury
2016-08-03,Browns,,• Dylan Wynn,placed on IR with ankle injury
2016-08-03,Lions,,• Ryan Spadola,placed on IR with torn pectoral muscle
2016-08-03,Lions,• Don Carey,,activated from active/non-football injury list
2016-08-03,Titans,,• Bennett Okotcha,placed on IR with shoulder injury
2016-08-04,Bears,• Amini Silatolu,,activated from physically unable to perform list
2016-08-04,Buccaneers,• Elijah Shumate,,activated from active/non-football injury list
2016-08-04,Chargers,,• Jamaal Jones,placed on IR with undisclosed injury
2016-08-04,Dolphins,,• Tyler Murphy,placed on IR with undisclosed injury
2016-08-04,Jets,,• Kendall James (b),placed on IR with undisclosed injury
2016-08-04,Saints,,• Alden Darby,placed on IR with undisclosed injury
2016-08-04,Saints,,• Kyle Prater,placed on IR with undisclosed injury
2016-08-04,Steelers,,• Mandel Dixon,placed on IR with undisclosed injury
2016-08-04,Steelers,,• Shakim Phillips,placed on IR with undisclosed injury
2016-08-05,Bears,,• Marquis Jackson,placed on IR with hamstring injury
2016-08-05,Browns,,• Patrick Skov,placed on IR with left foot injury
2016-08-05,Buccaneers,,• George Johnson,placed on IR with hip injury
2016-08-05,Cowboys,,• Darryl Baldwin,placed on IR with undisclosed injury
2016-08-05,Cowboys,,• Rolan Milligan,placed on IR with undisclosed injury
2016-08-05,Eagles,,• Connor Wujciak,placed on IR with shoulder injury
2016-08-05,Raiders,• Denico Autry,,activated from physically unable to perform list
2016-08-06,Chiefs,• Tautvydas Kieras,,activated from IR
2016-08-06,Dolphins,• Tyler Murphy,,activated from IR
2016-08-06,Saints,• Alden Darby,,activated from IR
2016-08-06,Broncos,,• Sam Brenner,placed on IR with concussion
2016-08-06,Raiders,,• SaQwan Edwards,placed on IR with undisclosed injury
2016-08-06,Steelers,,• Canaan Severin,placed on IR with shoulder injury
2016-08-07,Chiefs,,• Vernon Harris,placed on IR with undisclosed injury
2016-08-07,Colts,,• Darion Griswold,placed on IR with undisclosed injury
2016-08-07,Saints,,• D.J. Pettway,placed on IR with undisclosed injury
2016-08-07,Seahawks,,• Brandon Cottom,placed on IR with Achilles injury
2016-08-07,Seahawks,,• Cooper Helfet,placed on IR with foot injury
2016-08-07,Seahawks,,• David Perkins,placed on IR with ankle injury
2016-08-07,Seahawks,,• Ronnie Shields,placed on IR with Achilles injury
2016-08-07,Seahawks,,• Tre Madden,placed on IR with shoulder injury
2016-08-08,Bills,,• Kevin Reddick,placed on IR with knee injury
2016-08-08,Jets,• Khiry Robinson,,activated from physically unable to perform list
2016-08-08,Saints,• Terron Armstead,,activated from physically unable to perform list
2016-08-08,Steelers,• Quinton Schooley,,activated from IR
2016-08-09,Browns,,• Kyle Rose,placed on IR with hamstring injury
2016-08-09,Dolphins,,• Ifo Ekpre-Olomu,placed on IR with torn ACL in right knee
2016-08-09,Jets,,• Julien Obioha,placed on IR with undisclosed injury
2016-08-09,Jets,• Muhammad Wilkerson,,activated from active/physically unable to perform list
2016-08-09,Redskins,,• Steven Daniels,placed on IR with torn labrum in shoulder
2016-08-09,Bears,• Marquis Jackson,,activated from IR
2016-08-09,Chargers,• Jamaal Jones,,activated from IR
2016-08-10,Panthers,,• Chas Alecxih,placed on IR with knee injury
2016-08-10,Panthers,,• Tobais Palmer,placed on IR with ankle injury
2016-08-10,Seahawks,,• Tavaris Barnes,placed on IR with undisclosed injury
2016-08-10,Seahawks,• Jimmy Graham,,activated from physically unable to perform list
2016-08-10,Dolphins,,• Chris Culliver,placed on active/physically unable to perform list
2016-08-11,Bears,,• Nick Becton,placed on IR with elbow injury
2016-08-11,Lions,,• Ian Wells,placed on IR with right knee injury
2016-08-11,Bills,• Kevin Reddick,,activated from IR
