Date,Team,Acquired,Relinquished,Notes
2019-09-02,Jets,,• Brent Qvale,placed on IR with knee injury
2019-09-02,Lions,,• Austin Bryant,placed on IR with arm injury / pectoral injury
2019-09-02,Patriots,,• N'Keal Harry,placed on IR with ankle injury
2019-09-02,Raiders,,• Isaiah Johnson (b. 1995-12-20),"placed on IR with concussion, facial fracture"
2019-09-02,Raiders,,• Nathan Peterman,placed on IR with elbow injury
2019-09-02,Rams,,• Justin Lawler,placed on IR with foot injury
2019-09-02,Ravens,,• Iman Lewis-Marshall / Iman Marshall,placed on IR with toe injury
2019-09-02,Redskins,,• Jordan Brailford,placed on IR with undisclosed injury
2019-09-02,Redskins,,• Shaun Wilson,placed on IR with ankle injury
2019-09-02,Seahawks,,• Ed Dickson,placed on IR with knee injury
2019-09-02,Texans,,• Kahale Warring,placed on IR with concussion
2019-09-02,Titans,,• Joshua Kalu,placed on IR with ankle injury
2019-09-02,Jets,• Jeremy Clark (b. 1994-06-29),,activated from IR
2019-09-02,Packers,• Mike Tyson,,activated from IR
2019-09-03,Packers,,• Jace Sternberger,placed on IR with ankle / knee injury
2019-09-03,Buccaneers,• Kahzin Daniels,,activated from IR
2019-09-03,Jaguars,• Terrelle Pryor,,activated from IR
2019-09-03,Lions,• Andy Jones,,activated from IR
2019-09-03,Raiders,• Alex Barrett,,activated from IR
2019-09-03,Raiders,• Doug Martin (Matthewbaran),,activated from IR
2019-09-03,Titans,• Josh Smith (a),,activated from IR
2019-09-04,Titans,,• Ryan Succop,placed on IR with knee injury
2019-09-04,Bills,• Senorise Perry,,activated from IR
2019-09-04,Chargers,• Ben Johnson (b. 1994-07-28),,activated from IR
2019-09-04,Chiefs,• Michael Hunter,,activated from IR
2019-09-04,Cowboys,• Codey McElroy,,activated from IR
2019-09-04,Dolphins,• Quentin Poling,,activated from IR
2019-09-04,Texans,• B.J. Bello,,activated from IR
2019-09-05,Broncos,• Joe Dineen Jr.,,activated from IR
2019-09-05,Cardinals,• Rees Odhiambo,,activated from IR
2019-09-05,Giants,• Henre' Toliver,,activated from IR
2019-09-05,Giants,• Kenny Ladler,,activated from IR
2019-09-05,Rams,• Alex Bachman,,activated from IR
2019-09-05,Redskins,• Matt Flanagan,,activated from IR
2019-09-05,Saints,• Will Compton,,activated from IR
2019-09-06,Dolphins,,• Andrew Van Ginkel,placed on IR with foot injury
2019-09-06,49ers,• Adrian Colbert,,activated from IR
2019-09-06,49ers,• Nick Williams (b. 1990-11-23),,activated from IR
2019-09-06,Broncos,• Ryan Crozier,,activated from IR
2019-09-06,Buccaneers,• Cortrelle Simpson,,activated from IR
2019-09-06,Colts,• Shakial Taylor,,activated from IR
2019-09-06,Cowboys,• Tyvis Powell,,activated from IR
2019-09-06,Jaguars,• Leonard Wester,,activated from IR
2019-09-06,Raiders,• Paul Butler,,activated from IR
2019-09-07,Browns,• Phillip Gaines,,activated from IR
2019-09-07,Chargers,• Brant Weiss,,activated from IR
2019-09-07,Chiefs,• Gehrig Dieter,,activated from IR
2019-09-07,Colts,• Penny Hart,,activated from IR
2019-09-07,Eagles,• Charles Johnson (David) (b. 1989-02-27),,activated from IR
2019-09-09,Buccaneers,,• Justin Evans (b. 1995-08-26),placed on IR with Achilles injury
2019-09-09,Colts,,• Devin Funchess,placed on IR with fractured left clavicle
2019-09-09,Falcons,,• Chris Lindstrom (b. 1997-02-28),placed on IR with foot injury
2019-09-09,Jaguars,,• Nick Foles,placed on IR with fractured left clavicle
2019-09-09,Colts,• Marcus Johnson (b. 1994-08-05),,activated from IR
2019-09-09,Cowboys,• Jameill Showers,,activated from IR
2019-09-09,Giants,• Brittan Golden,,activated from IR
2019-09-09,Giants,• Chad Wheeler,,activated from IR
2019-09-09,Giants,• Jonathan Anderson,,activated from IR
2019-09-10,Cardinals,,• Marcus Gilbert (Christopher),placed on IR with knee injury
2019-09-10,Eagles,,• Malik Jackson (Barron),placed on IR with Lisfranc injury in foot
2019-09-10,Cardinals,• Pita Taumoepenu,,activated from IR
2019-09-10,Chargers,• Vince Mayle,,activated from IR
2019-09-10,Giants,• Rod Smith (b. 1992-01-10),,activated from IR
2019-09-10,Giants,• Scott Simonson,,activated from IR
2019-09-10,Giants,• Victor Salako,,activated from IR
2019-09-10,Jets,• Brandon Bryant,,activated from IR
2019-09-10,Lions,• Tre Lamar,,activated from IR
2019-09-10,Rams,• Dominique Hatfield,,activated from IR
2019-09-10,Rams,• Trevon Young,,activated from IR
2019-09-10,Ravens,• Alvin Jones (b. 1994-12-02),,activated from IR
2019-09-10,Saints,• Matt Dayes,,activated from IR
2019-09-11,Broncos,,• Tim Patrick,placed on IR with left hand injury
2019-09-11,Chargers,,• Artavis Scott,placed on practice squad IR with undisclosed injury
2019-09-11,Chargers,,• Trevor Williams,placed on IR with quadriceps injury
2019-09-11,Giants,,• Kareem Martin,placed on IR with knee injury
2019-09-11,Jets,,• Quincy Enunwa,placed on IR with neck injury
2019-09-11,Raiders,,• Johnathan Abram,placed on IR with shoulder injury
2019-09-11,Redskins,,• Greg Stroman,placed on IR with undisclosed injury
2019-09-11,Bears,• Dax Raymond,,activated from IR
2019-09-11,Bengals,• Jeff Driskel,,activated from IR
2019-09-11,Browns,• Kyle Kalis,,activated from IR
2019-09-11,Buccaneers,• Jeremiah Ledbetter,,activated from IR
2019-09-11,Colts,• Ahmad Thomas,,activated from IR
2019-09-11,Eagles,• Richard Rodgers (Christopher),,activated from IR
2019-09-11,Giants,• Alex Wesley,,activated from IR
2019-09-12,Dolphins,,• Jonathan Ledbetter,placed on IR with ankle injury
2019-09-12,Titans,,• Logan Woodside,placed on practice squad IR with undisclosed injury
2019-09-12,Vikings,,• Josh Doctson,placed on IR with hamstring injury
2019-09-13,Dolphins,,• Julie'n Davenport / Julien Davenport,placed on IR with knee injury
2019-09-13,Redskins,,• Caleb Brantley,placed on IR with foot injury
2019-09-13,Redskins,,• Derrius Guice,placed on IR with knee injury
2019-09-16,Browns,,• Drew Stanton,placed on IR with knee injury
2019-09-16,Packers,,• Raven Greene,placed on IR with ankle injury
2019-09-16,Saints,,• Alex Anzalone,placed on IR with shoulder injury
2019-09-16,Steelers,,• Ben Roethlisberger,placed on IR with surgery on right elbow
2019-09-17,Chargers,,• Adrian Phillips,placed on IR with fractured right forearm
2019-09-17,Falcons,,• Ra'Shede Hageman,placed on IR with hamstring injury
2019-09-17,Patriots,,• Isaiah Wynn,placed on IR with turf toe
2019-09-17,Saints,,• Keith Kirkwood,placed on IR with hamstring injury
2019-09-17,Steelers,,• Sean Davis,placed on IR with shoulder injury
2019-09-18,Jets,,• Trevor Siemian,placed on IR with ankle injury
2019-09-18,Ravens,,• Mark Thompson,placed on practice squad IR with undisclosed injury
2019-09-18,Redskins,,• Dominique Rodgers-Cromartie,placed on IR with ankle injury
2019-09-19,Vikings,• Ade Aruna,,activated from IR
2019-09-20,49ers,,• Trent Taylor,placed on IR with foot injury
2019-09-20,Browns,,• David Njoku,placed on IR with fractured wrist
2019-09-20,Bears,• Blake Blackmar,,activated from IR
2019-09-20,Colts,• Spencer Ware,,activated from reserve/physically unable to perform list
2019-09-21,Browns,,• Christian Kirksey,placed on IR with chest injury
2019-09-21,Eagles,,• Jordan Mailata,placed on IR with back injury
2019-09-21,Packers,,• Lane Taylor,placed on IR with biceps injury
2019-09-23,Dolphins,,• Jamiyus Pittman,placed on practice squad IR with undisclosed injury
2019-09-23,Panthers,,• Brandon Greene,placed on IR with neck injury
2019-09-23,Patriots,,• James Develin,placed on IR with neck injury
2019-09-23,Cowboys,• Derrick Puni,,activated from IR
2019-09-24,Bills,,• Harrison Phillips,placed on IR with torn ACL in left knee
2019-09-24,Buccaneers,,• Blaine Gabbert,placed on IR with left shoulder injury
2019-09-24,Falcons,,• Keanu Neal,placed on IR with torn left Achilles tendon
2019-09-24,Raiders,,• Marquel Lee,placed on IR with ankle injury
2019-09-24,Vikings,,• Chad Beebe,placed on IR with torn ligaments in ankle
2019-09-24,Broncos,• Dadi Lhomme Nicolas / Dadi Nicolas,,activated from IR
2019-09-24,Panthers,• Destiny Vaeao,,activated from IR
2019-09-24,Panthers,• Kofi Amichia,,activated from IR
2019-09-24,Redskins,• Casey Dunn,,activated from IR
2019-09-25,Dolphins,,• Danny Isidora,placed on IR with surgery on foot
2019-09-25,Saints,,• Kaden Elliss,placed on IR with knee injury
2019-09-25,Steelers,,• Xavier Grimble,placed on IR with calf injury
2019-09-25,Texans,,• Senio Kelemete,placed on IR with wrist injury
2019-09-26,Bengals,,• Darius Phillips,placed on IR with left knee injury
2019-09-26,Dolphins,,• James Crawford,placed on IR with knee injury
2019-09-26,Giants,,• Russell Shepard,placed on IR with foot injury
2019-09-28,Ravens,,• Otaro Alaka,placed on IR with hamstring injury
2019-09-30,Cardinals,,• Johnnie Dixon,placed on practice squad IR with undisclosed injury
2019-09-30,Giants,,• Ryan Connelly,placed on IR with torn ACL in knee
2019-09-30,Seahawks,• Justin Currie,,activated from IR
2019-10-01,Broncos,,• Bradley Chubb,placed on IR with torn ACL in left knee
2019-10-01,Chargers,,• Sean Culkin,placed on IR with torn Achilles tendon
2019-10-01,Panthers,,• Kawann Short,placed on IR with partially torn rotator cuff in shoulder
2019-10-01,Jets,• Temuchin Hodges / Bucky Hodges,,activated from IR
2019-10-01,Patriots,• Cameron Meredith,,activated from reserve/physically unable to perform list
2019-10-01,Raiders,• Eddie Vanderdoes,,activated from IR
2019-10-01,Vikings,• Isaiah Wharton,,activated from IR
2019-10-02,Bengals,,• John Ross III,placed on IR with clavicle injury
2019-10-02,Chargers,,• Dontrelle Inman,placed on IR with quadriceps injury
2019-10-02,Cowboys,,• Kavon Frazier,placed on IR with torn pectoral muscle
2019-10-02,Panthers,,• Chris Hogan,placed on IR with left knee injury
2019-10-02,Patriots,,• Stephen Gostkowski,placed on IR with surgery on left hip
2019-10-03,49ers,,• Jalen Hurd,placed on IR with back injury
2019-10-03,49ers,,• Jason Verrett,placed on IR with ankle / knee injury
2019-10-03,Ravens,,• Brynden Trawick,placed on IR with elbow injury
2019-10-04,Jets,,• John Franklin-Myers,placed on IR with undisclosed injury
2019-10-04,Titans,,• David Fluellen,placed on IR with knee injury
2019-10-04,Browns,• Willie Harvey,,activated from IR
2019-10-04,Chiefs,• Davon Grayson,,activated from IR
2019-10-04,Steelers,• Xavier Grimble,,activated from IR
2019-10-04,Browns,,• Willie Harvey,placed on IR with shoulder injury
2019-10-05,Cardinals,,• Jordan Mills,placed on IR with knee injury
2019-10-05,Falcons,,• Matt Bosher,placed on IR with right groin injury
2019-10-05,Raiders,,• Jordan Devey,placed on IR with torn pectoral muscle
2019-10-07,Eagles,,• Alex Ellis,placed on IR with knee injury
2019-10-07,Panthers,,• Bijhon Jackson,placed on practice squad IR with undisclosed injury
2019-10-07,Ravens,,• Tony Jefferson,placed on IR with torn ACL in knee
2019-10-07,Chargers,• Trevor Williams,,activated from IR
2019-10-07,Texans,• Xavier Woodson-Luster,,activated from IR
2019-10-08,Broncos,,• De'Vante Bausby / DeVante Bausby,placed on IR with neck injury
2019-10-08,Falcons,,• Johnathan Cyprien,placed on IR with foot injury
2019-10-09,Chargers,,• Mike Pouncey,placed on IR with neck injury
2019-10-09,Chiefs,,• Xavier Williams,placed on IR with ankle injury
2019-10-09,Jaguars,,• James O'Shaughnessy,placed on IR with torn ACL in knee
2019-10-09,Buccaneers,• K.J. Brent,,activated from IR
2019-10-10,Redskins,,• Jehu Chesson,placed on practice squad IR with undisclosed injury
2019-10-11,Browns,,• Derrick Willies,placed on practice squad IR with undisclosed injury
2019-10-11,Buccaneers,,• Zack Bailey,placed on IR with foot injury
2019-10-11,Eagles,,• Corey Clement,placed on IR with shoulder injury
2019-10-11,Seahawks,,• Ethan Pocic,placed on IR with back injury
2019-10-12,Redskins,,• Jordan Reed,placed on IR with concussion
2019-10-14,Bears,,• Kyle Long,placed on IR with hip injury
2019-10-14,Bengals,,• Kerry Wynn,placed on IR with concussion
2019-10-14,Colts,,• Kemoko Turay,placed on IR with fractured ankle
2019-10-14,Patriots,,• Jakob Johnson,placed on IR with shoulder injury
2019-10-14,Rams,,• Aqib Talib,placed on IR with fractured ribs
2019-10-15,Bears,,• Akiem Hicks,placed on IR with elbow injury
2019-10-15,Chargers,,• Detrez Newsome,placed on practice squad IR with undisclosed injury
2019-10-15,Cowboys,,• Tyrone Crawford,placed on IR with surgery on hip
2019-10-15,Rams,,• Joe Noteboom,"placed on IR with torn ACL, MCL in knee"
2019-10-15,Ravens,,• DeShon Elliott,placed on IR with knee injury
2019-10-15,Redskins,,• Jerome Cunningham,placed on IR with knee injury
2019-10-15,Steelers,,• Stephon Tuitt,placed on IR with torn pectoral muscle
2019-10-15,Eagles,• Alex Ellis,,activated from IR
2019-10-15,Vikings,• Tashawn Bower,,activated from reserve/non-football injury list
2019-10-16,Rams,,• John Johnson III,placed on IR with shoulder injury
2019-10-16,Texans,,• Seantrel Henderson,placed on reserve/non-football injury list with undisclosed injury
2019-10-17,Chargers,,• Travis Benjamin,placed on IR with quadriceps injury
2019-10-17,Jets,,• Brandon Hitner,placed on practice squad IR with undisclosed injury
2019-10-18,Bengals,• Darqueze Dennard,,activated from physically unable to perform list
2019-10-18,Browns,• Joe Kerridge,,activated from IR
2019-10-19,Cardinals,,• Brett Toth,placed on reserve/non-football injury list with illness
2019-10-19,Eagles,• Jalen Mills,,activated from reserve/physically unable to perform list
2019-10-19,Seahawks,,• Will Dissly,placed on IR with ruptured Achilles tendon
2019-10-19,Titans,• Jeffery Simmons,,activated from reserve/non-football injury list
2019-10-21,Texans,,• Phillip Gaines,placed on IR with surgery on left ankle
2019-10-22,Jaguars,,• D.J. Alexander,placed on IR with foot injury
2019-10-22,Jaguars,,• Geoff Swaim,"placed on IR with ankle injury, concussion"
2019-10-22,Lions,,• Kerryon Johnson,placed on IR with knee injury
2019-10-22,Panthers,,• Natrell Jamerson,placed on IR with foot injury
2019-10-22,Ravens,,• Pernell McPhee,placed on IR with torn triceps
2019-10-22,Jets,• Mark Myers (b) / Marko Myers,,activated from IR
2019-10-23,Chargers,,• Forrest Lamp,placed on IR with fractured fibula in right leg
2019-10-23,Eagles,,• Hassan Ridgeway,placed on IR with ankle injury
2019-10-23,Patriots,,• Josh Gordon,placed on IR with knee injury
2019-10-24,Browns,• Drew Forbes,,activated from IR
2019-10-25,Jaguars,,• Marcell Dareus,placed on IR with core muscle injury
2019-10-26,Buccaneers,• Jason Pierre-Paul,,activated from reserve/non-football injury list
2019-10-26,Chargers,,• Nasir Adderley,placed on IR with hamstring injury
2019-10-26,Chargers,• Russell Okung,,activated from reserve/non-football injury list
